State,Agency Type,Agency Name,Population1,Total Offenses
OKLAHOMA,Cities,Hominy,"3,412",211
OKLAHOMA,Cities,Hooker,"1,923",33
OKLAHOMA,Cities,Howe,788,12
OKLAHOMA,Cities,Hulbert,593,0
OKLAHOMA,Cities,Hydro,943,18
OKLAHOMA,Cities,Jay,"2,532",236
OKLAHOMA,Cities,Jenks,"23,473",747
OKLAHOMA,Cities,Jennings,359,15
OKLAHOMA,Cities,Jones,"3,159",185
OKLAHOMA,Cities,Kellyville,"1,159",44
OKLAHOMA,Cities,Kiefer,"2,010",93
OKLAHOMA,Cities,Kingfisher,"4,912",286
OKLAHOMA,Cities,Kingston,"1,644",44
OKLAHOMA,Cities,Konawa,"1,232",87
OKLAHOMA,Cities,Krebs,"1,931",186
OKLAHOMA,Cities,Lahoma,629,18
OKLAHOMA,Cities,Lamont,400,10
OKLAHOMA,Cities,Langley,819,60
OKLAHOMA,Cities,Langston,"1,845",49
OKLAHOMA,Cities,Lexington,"2,150",131
OKLAHOMA,Cities,Lindsay,"2,818",238
OKLAHOMA,Cities,Locust Grove,"1,392",126
OKLAHOMA,Cities,Lone Grove,"5,090",70
OKLAHOMA,Cities,Luther,"1,772",39
OKLAHOMA,Cities,Madill,"3,957",276
OKLAHOMA,Cities,Mangum,"2,746",112
OKLAHOMA,Cities,Mannford,"3,195",156
OKLAHOMA,Cities,Marietta,"2,751",169
OKLAHOMA,Cities,Marlow,"4,410",263
OKLAHOMA,Cities,Maud,"1,064",34
OKLAHOMA,Cities,Maysville,"1,225",70
OKLAHOMA,Cities,McCurtain,508,26
OKLAHOMA,Cities,McLoud,"4,708",211
OKLAHOMA,Cities,Medicine Park,454,9
OKLAHOMA,Cities,Meeker,"1,163",70
OKLAHOMA,Cities,Miami,"13,162","1,039"
OKLAHOMA,Cities,Minco,"1,635",41
OKLAHOMA,Cities,Mooreland,"1,204",106
OKLAHOMA,Cities,Morris,"1,445",29
OKLAHOMA,Cities,Mounds,"1,253",53
OKLAHOMA,Cities,Mountain View,740,15
OKLAHOMA,Cities,Muldrow,"3,203",311
OKLAHOMA,Cities,Muskogee,"37,659","3,812"
OKLAHOMA,Cities,Nash,198,4
OKLAHOMA,Cities,Newcastle,"10,266",529
OKLAHOMA,Cities,Newkirk,"2,207",91
OKLAHOMA,Cities,Nichols Hills,"3,912",164
OKLAHOMA,Cities,Nicoma Park,"2,492",123
OKLAHOMA,Cities,Ninnekah,"1,037",13
OKLAHOMA,Cities,Noble,"6,772",408
OKLAHOMA,Cities,Norman,"124,577","8,147"
OKLAHOMA,Cities,North Enid,928,28
OKLAHOMA,Cities,Nowata,"3,635",264
OKLAHOMA,Cities,Oilton,"1,015",18
OKLAHOMA,Cities,Okarche,"1,338",20
OKLAHOMA,Cities,Okemah,"3,190",256
OKLAHOMA,Cities,Okmulgee,"11,919","1,272"
OKLAHOMA,Cities,Olustee,567,7
OKLAHOMA,Cities,Oologah,"1,172",0
OKLAHOMA,Cities,Owasso,"37,220","2,235"
OKLAHOMA,Cities,Paoli,617,6
OKLAHOMA,Cities,Pauls Valley,"6,180",788
OKLAHOMA,Cities,Pawhuska,"3,349",274
OKLAHOMA,Cities,Pawnee,"2,128",153
OKLAHOMA,Cities,Perkins,"2,842",322
OKLAHOMA,Cities,Perry,"4,908",333
OKLAHOMA,Cities,Piedmont,"8,080",134
OKLAHOMA,Cities,Pocola,"4,072",65
OKLAHOMA,Cities,Pond Creek,834,10
OKLAHOMA,Cities,Porum,707,6
OKLAHOMA,Cities,Poteau,"8,913","1,012"
OKLAHOMA,Cities,Prague,"2,415",126
OKLAHOMA,Cities,Purcell,"6,470",626
OKLAHOMA,Cities,Quinton,985,80
OKLAHOMA,Cities,Ramona,550,36
OKLAHOMA,Cities,Ringling,977,64
OKLAHOMA,Cities,Roland,"3,794",374
OKLAHOMA,Cities,Rush Springs,"1,254",85
OKLAHOMA,Cities,Salina,"1,385",109
OKLAHOMA,Cities,Sallisaw,"8,427","1,007"
OKLAHOMA,Cities,Sapulpa,"20,948","1,258"
OKLAHOMA,Cities,Savanna,653,95
OKLAHOMA,Cities,Sawyer,315,4
OKLAHOMA,Cities,Sayre,"4,508",123
OKLAHOMA,Cities,Seiling,862,6
OKLAHOMA,Cities,Seminole,"7,237",274
OKLAHOMA,Cities,Shady Point,993,14
OKLAHOMA,Cities,Shattuck,"1,284",8
OKLAHOMA,Cities,Skiatook,"8,020",584
OKLAHOMA,Cities,Snyder,"1,295",42
OKLAHOMA,Cities,South Coffeyville,748,145
OKLAHOMA,Cities,Sparks,171,3
OKLAHOMA,Cities,Spencer,"4,009",139
OKLAHOMA,Cities,Sperry,"1,315",102
OKLAHOMA,Cities,Spiro,"2,164",27
OKLAHOMA,Cities,Sportsmen Acres,309,1
OKLAHOMA,Cities,Stigler,"2,742",186
OKLAHOMA,Cities,Stillwater,"50,445","3,024"
OKLAHOMA,Cities,Stilwell,"4,007",461
OKLAHOMA,Cities,Stonewall,476,17
OKLAHOMA,Cities,Stratford,"1,541",46
OKLAHOMA,Cities,Stringtown,402,19
OKLAHOMA,Cities,Stroud,"2,747",189
OKLAHOMA,Cities,Sulphur,"5,005",332
OKLAHOMA,Cities,Tahlequah,"16,877","1,263"
OKLAHOMA,Cities,Talala,275,4
OKLAHOMA,Cities,Talihina,"1,076",44
OKLAHOMA,Cities,Tecumseh,"6,628",497
OKLAHOMA,Cities,Texhoma,939,14
OKLAHOMA,Cities,Thackerville,483,33
OKLAHOMA,Cities,Thomas,"1,200",1
OKLAHOMA,Cities,Tipton,772,23
OKLAHOMA,Cities,Tishomingo,"3,077",96
OKLAHOMA,Cities,Tonkawa,"3,040",144
OKLAHOMA,Cities,Tryon,501,11
OKLAHOMA,Cities,Tupelo,311,31
OKLAHOMA,Cities,Tushka,304,25
OKLAHOMA,Cities,Tyrone,778,10
OKLAHOMA,Cities,Union City,"2,125",360
OKLAHOMA,Cities,Valley Brook,774,366
OKLAHOMA,Cities,Valliant,734,35
OKLAHOMA,Cities,Velma,596,4
OKLAHOMA,Cities,Verden,525,35
OKLAHOMA,Cities,Verdigris,"4,580",140
OKLAHOMA,Cities,Vian,"1,363",123
OKLAHOMA,Cities,Vici,708,7
OKLAHOMA,Cities,Vinita,"5,348",234
OKLAHOMA,Cities,Wagoner,"8,986",535
OKLAHOMA,Cities,Wakita,332,22
OKLAHOMA,Cities,Walters,"2,399",126
OKLAHOMA,Cities,Warner,"1,605",32
OKLAHOMA,Cities,Washington,662,5
OKLAHOMA,Cities,Watonga,"2,848",90
OKLAHOMA,Cities,Watts,308,16
OKLAHOMA,Cities,Waukomis,"1,314",47
OKLAHOMA,Cities,Waurika,"1,937",18
OKLAHOMA,Cities,Waynoka,931,33
OKLAHOMA,Cities,Weleetka,969,67
OKLAHOMA,Cities,West Siloam Springs,867,328
OKLAHOMA,Cities,Westville,"1,534",212
OKLAHOMA,Cities,Wetumka,"1,192",77
OKLAHOMA,Cities,Wewoka,"3,300",235
OKLAHOMA,Cities,Wilburton,"2,615",279
OKLAHOMA,Cities,Wilson,"1,707",68
OKLAHOMA,Cities,Wister,"1,056",48
OKLAHOMA,Cities,Woodward,"12,323",778
OKLAHOMA,Cities,Wright City,736,21
OKLAHOMA,Cities,Wyandotte,329,18
OKLAHOMA,Cities,Wynnewood,"2,218",39
OKLAHOMA,Cities,Wynona,434,0
OKLAHOMA,Cities,Yale,"1,200",97
OKLAHOMA,Cities,Yukon,"27,452","1,408"
OKLAHOMA,Universities and Colleges,Bacone College,"1,094",42
OKLAHOMA,Universities and Colleges,East Central University,"4,962",32
OKLAHOMA,Universities and Colleges,Eastern Oklahoma State College,"2,104",22
OKLAHOMA,Universities and Colleges,Langston University,"2,879",191
OKLAHOMA,Universities and Colleges,Mid-America Christian University,"2,936",1
OKLAHOMA,Universities and Colleges,"Northeastern State University, Tahlequah","9,556",37
OKLAHOMA,Universities and Colleges,Oklahoma City Community College,"18,552",39
OKLAHOMA,Universities and Colleges,Oklahoma City University,"3,420",63
OKLAHOMA,Universities and Colleges,Oklahoma State University: ,,
OKLAHOMA,Universities and Colleges,Okmulgee,"3,268",44
OKLAHOMA,Universities and Colleges,Tulsa,"1,037",14
OKLAHOMA,Universities and Colleges,Seminole State College,"2,275",11
OKLAHOMA,Universities and Colleges,Southeastern Oklahoma State University,"4,631",34
OKLAHOMA,Universities and Colleges,Southwestern Oklahoma State University,"6,247",30
OKLAHOMA,Universities and Colleges,Tulsa Community College,"24,245",66
OKLAHOMA,Universities and Colleges,"University of Oklahoma, Health Sciences Center","3,872",288
OKLAHOMA,Metropolitan Counties,Canadian,,466
OKLAHOMA,Metropolitan Counties,Cleveland,,770
OKLAHOMA,Metropolitan Counties,Comanche,,535
OKLAHOMA,Metropolitan Counties,Cotton,,32
OKLAHOMA,Metropolitan Counties,Creek,,858
OKLAHOMA,Metropolitan Counties,Garfield,,346
OKLAHOMA,Metropolitan Counties,Grady,,782
OKLAHOMA,Metropolitan Counties,Lincoln,,610
OKLAHOMA,Metropolitan Counties,Logan,,994
OKLAHOMA,Metropolitan Counties,McClain,,597
OKLAHOMA,Metropolitan Counties,Okmulgee,,568
OKLAHOMA,Metropolitan Counties,Osage,,"1,085"
OKLAHOMA,Metropolitan Counties,Sequoyah,,"1,189"
OKLAHOMA,Metropolitan Counties,Tulsa,,"3,264"
OKLAHOMA,Metropolitan Counties,Wagoner,,"1,083"
OKLAHOMA,Nonmetropolitan Counties,Adair,,576
OKLAHOMA,Nonmetropolitan Counties,Alfalfa,,115
OKLAHOMA,Nonmetropolitan Counties,Atoka,,101
OKLAHOMA,Nonmetropolitan Counties,Beaver,,40
OKLAHOMA,Nonmetropolitan Counties,Beckham,,184
OKLAHOMA,Nonmetropolitan Counties,Blaine,,168
OKLAHOMA,Nonmetropolitan Counties,Bryan,,363
OKLAHOMA,Nonmetropolitan Counties,Caddo,,378
OKLAHOMA,Nonmetropolitan Counties,Carter,,295
OKLAHOMA,Nonmetropolitan Counties,Cherokee,,"1,223"
OKLAHOMA,Nonmetropolitan Counties,Coal,,122
OKLAHOMA,Nonmetropolitan Counties,Craig,,323
OKLAHOMA,Nonmetropolitan Counties,Custer,,194
OKLAHOMA,Nonmetropolitan Counties,Delaware,,596
OKLAHOMA,Nonmetropolitan Counties,Dewey,,129
OKLAHOMA,Nonmetropolitan Counties,Ellis,,98
OKLAHOMA,Nonmetropolitan Counties,Garvin,,656
OKLAHOMA,Nonmetropolitan Counties,Grant,,86
OKLAHOMA,Nonmetropolitan Counties,Harmon,,24
OKLAHOMA,Nonmetropolitan Counties,Harper,,11
OKLAHOMA,Nonmetropolitan Counties,Haskell,,208
OKLAHOMA,Nonmetropolitan Counties,Hughes,,369
OKLAHOMA,Nonmetropolitan Counties,Jackson,,135
OKLAHOMA,Nonmetropolitan Counties,Jefferson,,102
OKLAHOMA,Nonmetropolitan Counties,Johnston,,160
OKLAHOMA,Nonmetropolitan Counties,Kingfisher,,140
OKLAHOMA,Nonmetropolitan Counties,Kiowa,,93
OKLAHOMA,Nonmetropolitan Counties,Latimer,,182
OKLAHOMA,Nonmetropolitan Counties,Le Flore,,646
OKLAHOMA,Nonmetropolitan Counties,Love,,259
OKLAHOMA,Nonmetropolitan Counties,Major,,78
OKLAHOMA,Nonmetropolitan Counties,Marshall,,433
OKLAHOMA,Nonmetropolitan Counties,Mayes,,591
OKLAHOMA,Nonmetropolitan Counties,McCurtain,,660
OKLAHOMA,Nonmetropolitan Counties,McIntosh,,571
OKLAHOMA,Nonmetropolitan Counties,Murray,,88
OKLAHOMA,Nonmetropolitan Counties,Noble,,211
OKLAHOMA,Nonmetropolitan Counties,Nowata,,83
OKLAHOMA,Nonmetropolitan Counties,Okfuskee,,254
OKLAHOMA,Nonmetropolitan Counties,Ottawa,,387
OKLAHOMA,Nonmetropolitan Counties,Payne,,761
OKLAHOMA,Nonmetropolitan Counties,Pittsburg,,"1,121"
OKLAHOMA,Nonmetropolitan Counties,Pottawatomie,,972
OKLAHOMA,Nonmetropolitan Counties,Pushmataha,,168
OKLAHOMA,Nonmetropolitan Counties,Roger Mills,,91
OKLAHOMA,Nonmetropolitan Counties,Seminole,,587
OKLAHOMA,Nonmetropolitan Counties,Stephens,,396
OKLAHOMA,Nonmetropolitan Counties,Texas,,141
OKLAHOMA,Nonmetropolitan Counties,Tillman,,79
OKLAHOMA,Nonmetropolitan Counties,Washita,,193
OKLAHOMA,Nonmetropolitan Counties,Woods,,130
OKLAHOMA,Nonmetropolitan Counties,Woodward,,213
OKLAHOMA,State Police,Oklahoma Highway Patrol,,530
OKLAHOMA,Tribal,Citizen Potawatomi Nation,,443
OKLAHOMA,Tribal,Comanche Nation,,478
OKLAHOMA,Tribal,Eastern Shawnee Tribal,,157
OKLAHOMA,Tribal,Kickapoo Tribal,,91
OKLAHOMA,Tribal,Miami Tribal,,39
OKLAHOMA,Tribal,Seminole Nation Lighthorse,,61
OKLAHOMA,Tribal,Tonkawa Tribal,,53
OKLAHOMA,Tribal,Wyandotte Nation,,55
OKLAHOMA,Other,Capitol Park Police,,1
OKLAHOMA,Other,Lawton Public Schools,,129
OKLAHOMA,Other,Muskogee City Schools,,43
OKLAHOMA,Other,Putnam City Campus,,43
OKLAHOMA,Other,State Park Rangers,,265
OREGON,Cities,Ashland,"21,269","1,517"
OREGON,Cities,Aumsville,"4,186",178
OREGON,Cities,Baker City,"9,779",618
OREGON,Cities,Banks,"2,031",43
OREGON,Cities,Beaverton,"98,616","4,147"
OREGON,Cities,Bend,"97,403","4,603"
OREGON,Cities,Black Butte,0,7
OREGON,Cities,Brookings,"6,453",281
OREGON,Cities,Canby,"17,914",821
OREGON,Cities,Cannon Beach,"1,733",72
OREGON,Cities,Carlton,"2,168",64
OREGON,Cities,Central Point,"18,402","1,117"
OREGON,Cities,Coburg,"1,117",40
OREGON,Cities,Coos Bay,"16,343","1,698"
OREGON,Cities,Coquille,"3,909",205
OREGON,Cities,Cornelius,"12,580",824
OREGON,Cities,Corvallis,"58,491","4,165"
OREGON,Cities,Cottage Grove,"10,241",764
OREGON,Cities,Dallas,"16,561","1,151"
OREGON,Cities,Eagle Point,"9,236",471
OREGON,Cities,Eugene,"170,771","11,938"
OREGON,Cities,Florence,"9,016",716
OREGON,Cities,Forest Grove,"24,560","1,071"
OREGON,Cities,Gearhart,"1,613",18
OREGON,Cities,Gervais,"2,742",109
OREGON,Cities,Grants Pass,"37,814","4,229"
OREGON,Cities,Gresham,"111,797","7,168"
OREGON,Cities,Hermiston,"17,517","1,280"
OREGON,Cities,Hillsboro,"109,121","5,192"
OREGON,Cities,Hood River,"7,767",571
OREGON,Cities,Hubbard,"3,549",119
OREGON,Cities,Independence,"10,280",446
OREGON,Cities,Jacksonville,"2,910",98
OREGON,Cities,Keizer,"39,727","1,876"
OREGON,Cities,King City,"4,014",161
OREGON,Cities,Klamath Falls,"22,242","1,734"
OREGON,Cities,La Grande,"13,186",667
OREGON,Cities,Lake Oswego,"39,557","1,182"
OREGON,Cities,Lincoln City,"8,998","1,088"
OREGON,Cities,Madras,"6,919",428
OREGON,Cities,Manzanita,659,30
OREGON,Cities,McMinnville,"34,669","2,340"
OREGON,Cities,Medford,"82,800","9,864"
OREGON,Cities,Milton-Freewater,"7,021",426
OREGON,Cities,Milwaukie,"20,873",740
OREGON,Cities,Molalla,"9,322",391
OREGON,Cities,Monmouth,"10,457",373
OREGON,Cities,Mount Angel,"3,559",131
OREGON,Cities,Myrtle Creek,"3,483",193
OREGON,Cities,Newberg-Dundee,"27,122","1,017"
OREGON,Cities,Newport,"10,684","1,014"
OREGON,Cities,North Bend,"9,705",901
OREGON,Cities,North Plains,"2,190",68
OREGON,Cities,Ontario,"10,958","1,337"
OREGON,Cities,Oregon City,"36,918","2,168"
OREGON,Cities,Pendleton,"16,681","1,368"
OREGON,Cities,Philomath,"4,787",162
OREGON,Cities,Phoenix,"4,597",481
OREGON,Cities,Portland2,"657,260",
OREGON,Cities,Prineville,"10,184",930
OREGON,Cities,Rainier,"1,992",72
OREGON,Cities,Redmond,"30,597","2,477"
OREGON,Cities,Reedsport,"4,117",434
OREGON,Cities,Rockaway Beach,"1,414",153
OREGON,Cities,Rogue River,"2,318",114
OREGON,Cities,Roseburg,"22,366","2,933"
OREGON,Cities,Salem,"172,022","16,909"
OREGON,Cities,Scappoose,"7,345",224
OREGON,Cities,Silverton,"10,477",509
OREGON,Cities,Springfield,"62,786","4,838"
OREGON,Cities,Stayton,"8,195",580
OREGON,Cities,St. Helens,"13,800",507
OREGON,Cities,Sunriver,0,106
OREGON,Cities,Sutherlin,"8,052",565
OREGON,Cities,Sweet Home,"9,712",902
OREGON,Cities,Talent,"6,556",366
OREGON,Cities,The Dalles,"15,740","1,098"
OREGON,Cities,Tigard,"53,880","3,196"
OREGON,Cities,Tillamook,"5,295",543
OREGON,Cities,Toledo,"3,625",65
OREGON,Cities,Tualatin,"27,671","1,703"
OREGON,Cities,Turner,"2,131",44
OREGON,Cities,Umatilla,"7,162",194
OREGON,Cities,Vernonia,"2,251",32
OREGON,Cities,Warrenton,"5,688",620
OREGON,Cities,West Linn,"26,934",585
OREGON,Cities,Winston,"5,463",388
OREGON,Cities,Woodburn,"26,031","2,121"
OREGON,Cities,Yamhill,"1,175",53
OREGON,Universities and Colleges,Portland State University,"36,762",493
OREGON,Metropolitan Counties,Benton,,735
OREGON,Metropolitan Counties,Clackamas,,"9,737"
OREGON,Metropolitan Counties,Deschutes,,"1,881"
OREGON,Metropolitan Counties,Jackson,,"4,296"
OREGON,Metropolitan Counties,Josephine,,812
OREGON,Metropolitan Counties,Linn,,"2,002"
OREGON,Metropolitan Counties,Multnomah,,"3,037"
OREGON,Metropolitan Counties,Polk,,"1,069"
OREGON,Metropolitan Counties,Washington,,"6,988"
OREGON,Metropolitan Counties,Yamhill,,"1,399"
OREGON,Nonmetropolitan Counties,Baker,,100
OREGON,Nonmetropolitan Counties,Clatsop,,517
OREGON,Nonmetropolitan Counties,Crook,,393
OREGON,Nonmetropolitan Counties,Curry,,577
OREGON,Nonmetropolitan Counties,Douglas,,"2,576"
OREGON,Nonmetropolitan Counties,Harney,,87
OREGON,Nonmetropolitan Counties,Hood River,,231
OREGON,Nonmetropolitan Counties,Jefferson,,513
OREGON,Nonmetropolitan Counties,Lake,,146
OREGON,Nonmetropolitan Counties,Lincoln,,"1,159"
OREGON,Nonmetropolitan Counties,Malheur,,361
OREGON,Nonmetropolitan Counties,Morrow,,455
OREGON,Nonmetropolitan Counties,Sherman,,91
OREGON,Nonmetropolitan Counties,Tillamook,,655
OREGON,Nonmetropolitan Counties,Umatilla,,"1,031"
OREGON,Nonmetropolitan Counties,Union,,341
OREGON,Nonmetropolitan Counties,Wasco,,306
OREGON,State Police,State Police: ,,
OREGON,State Police,Baker County,,63
OREGON,State Police,Benton County,,539
OREGON,State Police,Clackamas County,,490
OREGON,State Police,Clatsop County,,76
OREGON,State Police,Columbia County,,168
OREGON,State Police,Coos County,,344
OREGON,State Police,Crook County,,40
OREGON,State Police,Curry County,,95
OREGON,State Police,Deschutes County,,254
OREGON,State Police,Douglas County,,207
OREGON,State Police,Gilliam County,,14
OREGON,State Police,Grant County,,77
OREGON,State Police,Harney County,,79
OREGON,State Police,Hood River County,,71
OREGON,State Police,Jackson County,,396
OREGON,State Police,Jefferson County,,34
OREGON,State Police,Josephine County,,397
OREGON,State Police,Klamath County,,356
OREGON,State Police,Lake County,,117
OREGON,State Police,Lane County,,517
OREGON,State Police,Lincoln County,,99
OREGON,State Police,Linn County,,498
OREGON,State Police,Malheur County,,129
OREGON,State Police,Marion County,,735
OREGON,State Police,Morrow County,,12
OREGON,State Police,Multnomah County,,174
OREGON,State Police,Polk County,,97
OREGON,State Police,Sherman County,,38
OREGON,State Police,Tillamook County,,107
OREGON,State Police,Umatilla County,,246
OREGON,State Police,Union County,,153
OREGON,State Police,Wallowa County,,5
OREGON,State Police,Wasco County,,155
OREGON,State Police,Washington County,,95
OREGON,State Police,Wheeler County,,5
OREGON,State Police,Yamhill County,,79
OREGON,Tribal,Grand Ronde Tribal,,226
OREGON,Tribal,Siletz Tribal,,15
OREGON,Other,Liquor Commission: ,,
OREGON,Other,Baker County,,0
OREGON,Other,Benton County,,3
OREGON,Other,Clackamas County,,0
OREGON,Other,Clatsop County,,0
OREGON,Other,Columbia County,,0
OREGON,Other,Coos County,,0
OREGON,Other,Crook County,,2
OREGON,Other,Curry County,,0
OREGON,Other,Deschutes County,,45
OREGON,Other,Douglas County,,0
OREGON,Other,Gilliam County,,0
OREGON,Other,Grant County,,0
OREGON,Other,Harney County,,0
OREGON,Other,Headquarters,,0
OREGON,Other,Hood River County,,0
OREGON,Other,Jackson County,,0
OREGON,Other,Jefferson County,,0
OREGON,Other,Josephine County,,0
OREGON,Other,Klamath County,,1
OREGON,Other,Lake County,,0
OREGON,Other,Lane County,,2
OREGON,Other,Lincoln County,,0
OREGON,Other,Linn County,,0
OREGON,Other,Malheur County,,0
OREGON,Other,Marion County,,3
OREGON,Other,Morrow County,,0
OREGON,Other,Multnomah County,,0
OREGON,Other,Polk County,,0
OREGON,Other,Sherman County,,0
OREGON,Other,Tillamook County,,0
OREGON,Other,Umatilla County,,3
OREGON,Other,Union County,,0
OREGON,Other,Wallowa County,,2
OREGON,Other,Wasco County,,0
OREGON,Other,Washington County,,0
OREGON,Other,Wheeler County,,0
OREGON,Other,Yamhill County,,0
OREGON,Other,Port of Portland,,"1,173"
PENNSYLVANIA,Cities,Biglerville,"1,213",22
PENNSYLVANIA,Cities,Camp Hill,"7,946",133
PENNSYLVANIA,Cities,Carlisle,"19,335",419
PENNSYLVANIA,Cities,Carroll Valley,"3,928",50
PENNSYLVANIA,Cities,East Pennsboro Township,"21,750",347
PENNSYLVANIA,Cities,Economy,"9,205",115
PENNSYLVANIA,Cities,Fairfield,513,29
PENNSYLVANIA,Cities,Hampden Township,"30,399",613
PENNSYLVANIA,Cities,New Cumberland,"7,323",171
PENNSYLVANIA,Cities,Newville,"1,345",0
PENNSYLVANIA,Cities,Orangeville Area,"1,731",5
PENNSYLVANIA,Cities,Penbrook,"2,985",168
PENNSYLVANIA,Cities,Shippensburg,"5,584",168
PENNSYLVANIA,Cities,Silver Spring Township,"18,078",179
PENNSYLVANIA,Cities,Terre Hill,"1,440",22
PENNSYLVANIA,Cities,Upper Allen Township,"20,123",284
PENNSYLVANIA,Cities,"Washington Township, Franklin County","14,671",498
PENNSYLVANIA,Cities,Waynesboro,"10,920",610
PENNSYLVANIA,Cities,West Shore Regional,"7,745",268
PENNSYLVANIA,Other,Franklin County Drug Task Force,,57
RHODE ISLAND,Cities,Barrington,"16,112",355
RHODE ISLAND,Cities,Bristol,"22,131",358
RHODE ISLAND,Cities,Burrillville,"16,781",271
RHODE ISLAND,Cities,Central Falls,"19,293",952
RHODE ISLAND,Cities,Charlestown,"7,810",150
RHODE ISLAND,Cities,Coventry,"34,814","1,181"
RHODE ISLAND,Cities,Cranston,"81,059","2,816"
RHODE ISLAND,Cities,Cumberland,"35,018",730
RHODE ISLAND,Cities,East Greenwich,"13,051",277
RHODE ISLAND,Cities,East Providence,"47,526","1,558"
RHODE ISLAND,Cities,Foster,"4,735",95
RHODE ISLAND,Cities,Glocester,"10,158",92
RHODE ISLAND,Cities,Hopkinton,"8,109",201
RHODE ISLAND,Cities,Jamestown,"5,537",201
RHODE ISLAND,Cities,Johnston,"29,317",754
RHODE ISLAND,Cities,Lincoln,"21,900",750
RHODE ISLAND,Cities,Little Compton,"3,511",83
RHODE ISLAND,Cities,Middletown,"16,030",550
RHODE ISLAND,Cities,Narragansett,"15,448",377
RHODE ISLAND,Cities,Newport,"24,863","1,796"
RHODE ISLAND,Cities,North Kingstown,"26,101",655
RHODE ISLAND,Cities,North Providence,"32,475",845
RHODE ISLAND,Cities,North Smithfield,"12,469",509
RHODE ISLAND,Cities,Pawtucket,"71,892","4,726"
RHODE ISLAND,Cities,Portsmouth,"17,474",345
RHODE ISLAND,Cities,Providence,"180,169","12,573"
RHODE ISLAND,Cities,Richmond,"7,627",163
RHODE ISLAND,Cities,Scituate,"10,617",122
RHODE ISLAND,Cities,Smithfield,"21,746",442
RHODE ISLAND,Cities,South Kingstown,"30,816",739
RHODE ISLAND,Cities,Tiverton,"15,835",495
RHODE ISLAND,Cities,Warren,"10,393",437
RHODE ISLAND,Cities,Warwick,"80,380","2,813"
RHODE ISLAND,Cities,West Greenwich,"6,227",145
RHODE ISLAND,Cities,West Warwick,"28,464","1,007"
RHODE ISLAND,Cities,Westerly,"22,537",901
RHODE ISLAND,Cities,Woonsocket,"41,707","2,756"
RHODE ISLAND,Universities and Colleges,Brown University,"10,335",78
RHODE ISLAND,Universities and Colleges,University of Rhode Island,"19,699",261
RHODE ISLAND,State Police,State Police:,,
RHODE ISLAND,State Police,Chepachet/Scituate,,175
RHODE ISLAND,State Police,Headquarters,,"1,211"
RHODE ISLAND,State Police,Hope Valley,,208
RHODE ISLAND,State Police,Lincoln,,305
RHODE ISLAND,State Police,Portsmouth,,13
RHODE ISLAND,State Police,Wickford,,213
RHODE ISLAND,Other,Department of Environmental Management,,70
RHODE ISLAND,Other,T.F. Green Airport,,87
SOUTH CAROLINA,Cities,Abbeville,"5,059",465
SOUTH CAROLINA,Cities,Aiken2,"30,881",
SOUTH CAROLINA,Cities,Allendale,"2,970",310
SOUTH CAROLINA,Cities,Aynor,904,94
SOUTH CAROLINA,Cities,Bamberg,"3,239",417
SOUTH CAROLINA,Cities,Barnwell,"4,385",895
SOUTH CAROLINA,Cities,Batesburg-Leesville,"5,380",838
SOUTH CAROLINA,Cities,Beaufort,"13,920","1,572"
SOUTH CAROLINA,Cities,Belton,"4,402",270
SOUTH CAROLINA,Cities,Bennettsville,"7,898",898
SOUTH CAROLINA,Cities,Bishopville,"3,089",495
SOUTH CAROLINA,Cities,Blacksburg,"1,899",244
SOUTH CAROLINA,Cities,Blackville,"2,217",304
SOUTH CAROLINA,Cities,Bluffton,"22,578",977
SOUTH CAROLINA,Cities,Branchville,956,59
SOUTH CAROLINA,Cities,Burnettown,"2,824",105
SOUTH CAROLINA,Cities,Calhoun Falls,"1,925",94
SOUTH CAROLINA,Cities,Camden,"7,215","1,215"
SOUTH CAROLINA,Cities,Cameron,403,5
SOUTH CAROLINA,Cities,Cayce,"14,238","2,052"
SOUTH CAROLINA,Cities,Central,"5,180",220
SOUTH CAROLINA,Cities,Chapin,"1,629",196
SOUTH CAROLINA,Cities,Charleston,"137,092","8,086"
SOUTH CAROLINA,Cities,Cheraw,"5,611",958
SOUTH CAROLINA,Cities,Chesnee,929,82
SOUTH CAROLINA,Cities,Chester,"5,394",855
SOUTH CAROLINA,Cities,Chesterfield,"1,424",103
SOUTH CAROLINA,Cities,Clinton,"8,498","1,496"
SOUTH CAROLINA,Cities,Clover,"6,234",450
SOUTH CAROLINA,Cities,Columbia,"133,540","11,421"
SOUTH CAROLINA,Cities,Conway,"24,784","2,564"
SOUTH CAROLINA,Cities,Coward,767,27
SOUTH CAROLINA,Cities,Cowpens,"2,348",160
SOUTH CAROLINA,Cities,Darlington,"5,960","1,313"
SOUTH CAROLINA,Cities,Denmark,"2,896",208
SOUTH CAROLINA,Cities,Due West,"1,289",71
SOUTH CAROLINA,Cities,Duncan,"3,480",490
SOUTH CAROLINA,Cities,Easley,"21,203","3,043"
SOUTH CAROLINA,Cities,Edgefield,"4,756",154
SOUTH CAROLINA,Cities,Edisto Beach,405,33
SOUTH CAROLINA,Cities,Elgin,"1,587",273
SOUTH CAROLINA,Cities,Elloree,652,49
SOUTH CAROLINA,Cities,Estill,"1,807",303
SOUTH CAROLINA,Cities,Florence,"37,819","5,835"
